id,name,domain,status,title,error
542761,Strawberry Bakery,strawberry-bakery.com,yes,HOME | Strawberrybakery,,
544665,Comilão Lanches,comilao.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17",
218407,Flipcircus,flipcircus.com,yes,Fl!p Circus,,
533294,"Peprone, LLC dba Bair's Fried Chicken, LLC",bairsfriedchicken.com,no,,,Empty or low-content body
520867,Mauros Burritos,maurosburritos.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17",
524129,Whisked Away Bakery,whiskedawaybakery.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17",
238350,Walterenelson,walterenelson.com,yes,Home - Walter E. Nelson Co.,,
531081,The French Connection LLC,frenchconnectionllc.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17",
202087,Fromthealdergrove,fromthealdergrove.com,yes,Campfire Exploring – From the Alder Grove,,
543264,Cheesy Academy,cheesyacademy.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17",
317272,Nhpland,nhpland.com,yes,"NHP Land - Contract Manufacturer of Natural Health Products, Nutraceuticals and Dietary Supplements",,
485039,thepaletabar.com,thepaletabar.com,yes,The Paleta Bar | Best Dessert Gourmet Mexican Pops!,
463396,penthol.com,penthol.com,yes,Penthol,
338061,Dollarstores,dollarstores.com,yes,403 Forbidden,
172614,Papemachinery,papemachinery.com,yes,"Construction, Forestry, Agriculture & Turf Equipment | Papé Machinery",
467485,stillwell-hansen.com,stillwell-hansen.com,yes,Stillwell-Hansen - Mission Critical Data Center Solutions,
15018,Archer Roose,archerroose.com,yes,Archer Roose Wines | Luxury wine in cans,
88400,ECUADOR,proecuador.gob.ec,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
122614,Cateringbymichaels,cateringbymichaels.com,yes,Catering Chicago + Full Service Catering Chicago | Catering by Michaels,
553455,FRUIT POP FUSION LLC,fruitpopfusion.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
485887,alphagroup.com,alphagroup.com,yes,Alpha Group | Financial Solutions for Corporates & Institutions,
545348,Sweet B Cupcakes,sweetbcupcakes.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
548498,MariMatcha Tea,marimatcha.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
551583,Jackson Biscuit,jacksonbiscuit.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
247242,Lokalfy,lokalfy.com,yes,This store is unavailable,
366143,Globetrottingbooklovers,globetrottingbooklovers.com,yes,Globetrotting Booklovers,
542928,Hackettstown Health Foods,hackettstownhealthfoods.com,yes,Hackettstown Health Food,
531834,Breaducation SF,breaducationsf.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
550972,Coco's Sweet Treats,cocossweettreatsfl.com,yes,Coco’s Sweet Treats,
82190,Bulk Office Supply,bulkofficesupply.com,yes,Attention Required! | Cloudflare,
241136,Optaviamedia,optaviamedia.com,yes,403 - Forbidden: Access is denied.,
531948,Merry's Custom Cakes Bakery & Design Studio,merryscakes.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
162887,Drydenwire,drydenwire.com,yes,DrydenWire | News & Information for Northwest Wisconsin,
114454,Muertoscoffeeco,muertoscoffeeco.com,yes,Muertos Coffee Co.,
556634,Met Foodmarkets,buenosupermarket.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
248133,Bonezonepub,bonezonepub.com,yes,Home - BONEZONE,
556775,Purely Prepared Brands,purelypreparedbrands.com,yes,Purely Smoked Kitchens,
369990,Soren,soren.wine,yes,Søren Wine | New Releases Available Now,
341029,Vallon,vallon.com,yes,"VALLON® | Classic Style, Maximum Performance",
307387,Wilsons Pizza,wilsons-pizza.com,yes,WILSONS PIZZA,
442319,avosys-online.ghg.com,avosys-online.ghg.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
480116,aquicore.com,aquicore.com,yes,Privacy error,
113898,Streetsofwashington,streetsofwashington.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
324869,Alvincaramelcolours,alvincaramelcolours.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
540321,Dq of Muskego,muskegodq.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
412973,tacouprising.com,tacouprising.com,yes,"Taco Uprising | Mexican Restaurant in Denver, CO",
101115,Nutrametrix,nutrametrix.com,yes,nutraMetrix - Custom Health Solutions,
372988,Tequilacocina,tequilacocina.ca,yes,TEQUILA COCINA - Mexican Restaurant Vancouver BC Canada,,
242295,Armstronggraphicdesign,armstronggraphicdesign.com,yes,Home - Armstrong Graphic Design,,
540929,Hawaiian Island,hawaiianislandrestaurant.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17",
541670,Sticky Rice Bistro,stickyricebistro.com,yes,Betshop 🎯 Είσοδος & Στοιχηματίστε στο Betshop GR με Μεγάλα Κέρδη,,
200160,Missionwinerynm,missionwinerynm.com,yes,Mission Winery – Start Your Mission,,
509751,Maz-Tek Corp.,maztekcontainer.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17",
509042,Made to Order Boxes,madetoorderboxes.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17",
299230,Goldstardistributor,goldstardistributor.com,yes,"Appliances in Dallas, TX | Goldstar Distributors",,
102158,Mylittleeater,mylittleeater.com,yes,Home - My Little Eater,,
460189,teakadai.ca,teakadai.ca,no,,,Empty or low-content body
336262,Craftastik,craftastik.co.uk,yes,Craftastik,,
552324,Simply Divine Cupcakes,simplydivinecupcakes.com,yes,Index of /,,
454928,gromaxtexas.com,gromaxtexas.com,yes,Welcome to Gromax Development – Quality Services for Your Needs,
553619,Sweet Munchies,sweetmunchies.net,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
246283,Wildwolfkettlekorn,wildwolfkettlekorn.com,yes,Wild Wolf Kettle Korn LLC | Mobile Food & Treats in Glendale,
515737,Two Chimps Baking Co.,twochimpsbaking.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
86183,"Green Life Farm, Inc.",organicnutritioninc.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
180578,Hcdestinations,hcdestinations.com,yes,Heritage Corridor Destinations - Welcome,
344940,Fitelo,fitelo.co,yes,Fitelo | Diet & Weight Loss Experts – Now As Seen On Shark Tank,
212734,Homecreations,homecreations.com,yes,Home Builder in Oklahoma & Texas | Home Creations,
262050,Redgingeria,redgingeria.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
319959,Cdn,cdn.equitable.ca,yes,403 - Forbidden: Access is denied.,
67145,Goldenbrew Tea,goldenbrewtea.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
541141,MANNING POULTRY SALES,poultryprocessingusa.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
352737,Nkrocker,nkrocker.yukonschools.ca,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
552095,The Craftership Local Market,craftership.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
509791,"Southern Standard Cartons, Inc.",thesouthernstandard.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
539807,"SCHOTT'S MEAT PROCESSING, INC",schottsmeatprocessing.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
234873,Kulfipdx,kulfipdx.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
482330,cpgdata.com,cpgdata.com,yes,CPG Data – Execution Tracking and Analytics,
550412,The Terpene Kitchen,theterpenekitchen.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
520234,Fresh Take Kitchen,freshtakekitchen.com,yes,"Fresh Take Kitchen - A Fast and Fresh Meal - Columbus, Indiana",
554278,Sushi Sakura Express,sushisakuraexpress-hub.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
470720,dpmorthotics.com,dpmorthotics.com,yes,"DPM Orthotics Inc. - Orthotics Lab in Kent, OH",
341135,Jeffersongraham,jeffersongraham.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
559997,BCPFoods LLC,fijipop.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
26263,Uncle's Barbeque Sauce,unclesbbq.com,yes,Uncle's Barbeque Sauce | New Iberia Barbeque Sauce,
351334,Theteenmagazine,theteenmagazine.com,yes,The Teen Magazine,
427120,pyrotechnicspecialties.com,pyrotechnicspecialties.com,yes,"Pyrotechnic & Explosive Manufacturing | Byron, GA",
542383,"ARTISIAN SUNSET SALSA CO., LLC",artisiansunsetsalsa.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
121562,Rumwonk,rumwonk.com,yes,403 Forbidden,
553388,RJP Mart,rjpmart.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
276261,Microgreens Omaha,microgreens-omaha.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
82363,Mullins Food Products,mullinsfood.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
402641,uplandsoftware.com,uplandsoftware.com,yes,Cloud Software Solutions | Upland Software,
482767,jrvannoy.com,jrvannoy.com,yes,Vannoy Construction,
110568,Nuscalepower,nuscalepower.com,yes,NuScale Power | Small Modular Reactor (SMR) Nuclear Technology,
190224,Demagi,demagi.it,yes,Home - De' Magi - Alchimia De' Formaggi,
249004,Divinecellar,divinecellar.com,yes,"Divine Cellar: Buy Rare Wine, Champagne & Spirits",,
544592,"THAI GOURMET MARKET, LLC",thaigourmetmarket.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17",
562258,remtekind.com,remtekind.com,yes,remtekind.com,,
150733,101steakatl,101steakatl.com,yes,"101 Steak - Vinings, Atlanta, GA",,
314863,Shell,shell.ca,yes,Shell Canada | Shell Canada,,
432529,matteladventurepark.com,matteladventurepark.com,yes,Mattel Adventure Park,,
475574,kx.com,kx.com,yes,AI Ready Vector Database and Data Analytics Platform | KX,,
292369,Evanscandy,evanscandy.com,yes,Evans Candy - Lancaster PA,,
477550,ziggtec.com,ziggtec.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17",
314159,Vreshfoods,vreshfoods.com,yes,Vresh Foods - OG GHEE,,
542819,River Valley Ranch & Kitchens,rivervalleyfarmerstable.com,no,,,Empty or low-content body
365113,Planktonholland,planktonholland.de,yes,Marines oder Marine Phytoplankton Algen | Omega-3 - PlanktonHolland,,
462872,growers.sunkist.com,growers.sunkist.com,yes,Home,
140454,Cartersbakingco,cartersbakingco.com,yes,"Bakery | Carter's Baking Company, LLC | United States",
518542,Cherish Every Bite,cherisheverybite.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
365128,Poormansgourmetkitchen,poormansgourmetkitchen.com,yes,Poor Man's Gourmet Kitchen - Simple recipes at a low budget wonder!,
422733,petbutler.com,petbutler.com,yes,Dog Pooper Scooper & Pet Care Services Near You | Pet Butler,
560493,"Cove Kombucha, Inc.",covekombucha.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
542211,Daylight Donut Supershop,daylightdonutsupershop.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
540386,Hometown Feed & Supply,hometowfeedandsupply.net,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
320318,Yukonorganics,yukonorganics.ca,yes,Yukon Organics | Offers a curated selection of fine organic foods to Yukon. Eat better than a Moose,
108812,Wiltonwholefoods,wiltonwholefoods.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
535178,"This Knish, LLC",thisknish.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
331834,Meetmycloset,meetmycloset.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
352965,Rigquipment,rigquipment.com,yes,Home - Rigquipment Finance,
452074,us.norton.com,us.norton.com,yes,"Norton AntiVirus, Privacy, Identity, & Advanced Scam Protection",
550911,Organica Health Foods,organica.in,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
152295,Redwingbrewing,redwingbrewing.com,yes,"Red Wing Brewery - Craft Beer, Pizzas, Calzones and Appetizers - Home",
537235,Procurium Meals,procuriummeals.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
152896,Fortunecookiesnj,fortunecookiesnj.com,yes,FORTUNE COOKIES Restaurant - Bridgewater NJ | Order Online | Chinese Takeout,
338600,Maroonpig,maroonpig.ca,yes,Home - Maroon Pig,
102679,Whitemountainscanning,whitemountainscanning.com,yes,Fresh and high-quality canned products- White Mountains,
122610,Lostrecipesfound,lostrecipesfound.com,yes,Lost Recipes Found – Where Food Memories Matter,
337988,Wallbeds Etc,wallbeds-etc.net,yes,Wallbeds Etc. - Murphy Beds Edmonton,
311300,Pfenning's Organic Vegetables Inc.,pfenningsfarms.ca,yes,Pfennings Organic Farms,
542417,Epicure - For the Passionate Cook,epicureanacortes.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
542024,Milford Valley Chicken,milfordvalley.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
412718,calstateautoparts.com,calstateautoparts.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
168596,Recordpatriot,recordpatriot.com,yes,Benzie County Record Patriot: Benzie County MI News Sports and Opinion,
537180,Nerdy Dad Foods,nerdydadfoods.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
438284,atlas-nutrition.com,atlas-nutrition.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
242939,Stevelanderstoyota,stevelanderstoyota.com,yes,Landers Toyota,
164372,Thedaytripper,thedaytripper.com,yes,Home - The Daytripper,
534872,Bountiful Boards,bountifulboardsgb.com,yes,"Bountiful Boards GB - Cheese Shop, Cheese, Charcuterie Boards",
440011,nationalcollisionrepairer.com.au,nationalcollisionrepairer.com.au,yes,National Collision Repairer - Australia’s leading publication for collision repair professionals,
392627,clapcart.in,clapcart.in,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
406821,antecosmetic.com,antecosmetic.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
49778,Circle S Farm,ourcirclesfarm.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
173722,Finditinfondren,finditinfondren.com,yes,"Find It In Fondren® - Fondren, Mississippi | Jackson, MS",
182873,Doorhardwaresupply,doorhardwaresupply.com,yes,Doorhardwaresupply.com A Cape Cod Brass Site,
462400,mitchellpress.com,mitchellpress.com,yes,TECHNOLOGY DRIVEN SUSTAINABLE PRINT SOLUTIONS - Mitchell Printing - Print Marketing Services,
172651,Pigchamp,pigchamp.com,yes,Swine Management Software | PigCHAMP.com,
295374,24hourrefrigeration,24hourrefrigeration.com,yes,"Refrigeration Repair Dallas , DFW - All Types, All Brands, All Repairs",
542580,The Queens Buns,queensbuns.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
316503,Midwiferysupplies,midwiferysupplies.ca,yes,midwiferysupplies.ca,
550266,Crêperie and Café,creperieandcafe.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
551459,AC Cakes and More,accakesandmore.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
305543,Forgottenshoresproperties,forgottenshoresproperties.com,yes,St George Island Rentals | Forgotten Shores Properties,
459211,theprinterlincoln.com,theprinterlincoln.com,yes,Attention Required! | Cloudflare,
351437,Quadratec,quadratec.com,yes,Jeep Parts & Accessories for Jeep Wrangler | Quadratec,
538972,Karen’s Handcrafted Cakes,karenshandcraftedcakes.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
172004,Justenergy,justenergy.com,yes,Just Energy: Electricity Company & Gas Supplier 866-288-3105,
482682,ovcsports.com,ovcsports.com,yes,Ohio Valley Conference,
530478,South Durham Farmer's Market,southdurhamfarmersmarket.org,yes,Southdurhamfarmersmarket,
324690,Kingsportswear,kingsportswear.com,yes,Kingsportswear,
520774,Comfortable Cooking,ricewildtree.webs.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
152506,Datefruit,datefruit.ir,yes,"Date Fruit - Iran Dates,Iranian Dates,Date Exporter Company | Ario",
550053,Rooted & Grounded,rootedandgroundedexperience.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
373346,Simsoverheaddoors,simsoverheaddoors.com,yes,Sims Overhead Doors - Overhead Doors and Loading Docks - Calgary | Edmonton,
102002,Foodookosher,foodookosher.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
